id	raw_text	normalized_text	speaker_id	split	raw_ner	normalized_ner
20180206-0900-PLENARY-21-en_20180206-22:04:19_4	The one and only way to overcome the deep polarisation of Venezuelan society is renouncing violence in favour of negotiations towards an agreement.	the one and only way to overcome the deep polarisation of venezuelan society is renouncing violence in favour of negotiations towards an agreement.	124855	fine-tune	[['NORP', 58, 10], ['CARDINAL', 4, 3]]	[['NORP', 58, 10], ['CARDINAL', 4, 3]]
20180206-0900-PLENARY-21-en_20180206-22:04:19_2	and, third, urge the representatives of the opposition to return to talks with the government in a joint effort to reach agreement on the upcoming presidential elections.	and third urge the representatives of the opposition to return to talks with the government in a joint effort to reach agreement on the upcoming presidential elections.	124855	fine-tune	[['ORDINAL', 5, 5]]	[['ORDINAL', 4, 5]]
20180206-0900-PLENARY-21-en_20180206-22:04:19_0	Mr President, the EU must put its full support behind reaching an agreement at the talks between the Venezuelan Government and the opposition being hosted by the president of the Dominican Republic. To that end, first the EU must reject in unequivocal terms the totally inadmissible threats by the US President and his administration to launch a military intervention against Venezuela	mr president the eu must put its full support behind reaching an agreement at the talks between the venezuelan government and the opposition being hosted by the president of the dominican republic. to that end first the eu must reject in unequivocal terms the totally inadmissible threats by the us president and his administration to launch a military intervention against venezuela;	124855	fine-tune	[['GPE', 376, 9], ['GPE', 298, 2], ['GPE', 222, 2], ['ORDINAL', 212, 5], ['GPE', 179, 18], ['NORP', 101, 10], ['GPE', 18, 2]]	[['GPE', 374, 9], ['GPE', 296, 2], ['GPE', 220, 2], ['ORDINAL', 210, 5], ['GPE', 178, 18], ['NORP', 100, 10], ['GPE', 17, 2]]
20180206-0900-PLENARY-21-en_20180206-22:05:53_8	Malaria, diphtheria and starvation in a nation with Venezuela's resources or, frankly, in any nation this should not be.	malaria diphtheria and starvation in a nation with venezuela's resources or frankly in any nation this should not be.	124958	fine-tune	[['GPE', 52, 9]]	[['GPE', 51, 9]]
20180206-0900-PLENARY-21-en_20180206-22:05:53_5	And from a crumbling economy and from political idealism failing as so often in history flow human rights abuses.	and from a crumbling economy and from political idealism failing as so often in history flow human rights abuses.	124958	fine-tune	None	None
20180206-0900-PLENARY-21-en_20180206-22:07:16_4	I say this with a deep respect for the institutional and political internal dynamics, but still recognising that what is happening there is not happening behind closed doors and concerns the international community.	i say this with a deep respect for the institutional and political internal dynamics but still recognising that what is happening there is not happening behind closed doors and concerns the international community.	None	fine-tune	None	None
20180206-0900-PLENARY-21-en_20180206-22:07:16_5	This concerns the European Union and this concerns many European Union citizens.	this concerns the european union and this concerns many european union citizens.	None	fine-tune	[['NORP', 56, 14], ['GPE', 18, 14]]	[['NORP', 56, 14], ['GPE', 18, 14]]
20180206-0900-PLENARY-21-en_20180206-22:07:16_7	So it is in our interest for a solution to be found. That can only be a political, negotiated solution in a peaceful and constitutional outcome of the crisis.	so it is in our interest for a solution to be found. that can only be a political negotiated solution in a peaceful and constitutional outcome of the crisis.	None	fine-tune	None	None
20180206-0900-PLENARY-21-en_20180206-22:07:16_8	I mention that a peaceful and constitutional outcome of the crisis is a key element because there could be a different outcome.	i mention that a peaceful and constitutional outcome of the crisis is a key element because there could be a different outcome.	None	fine-tune	None	None
20180206-0900-PLENARY-21-en_20180206-22:07:16_10	a different trend in the fleeing of Venezuelans to neighbouring countries.	a different trend in the fleeing of venezuelans to neighbouring countries.	None	fine-tune	[['NORP', 36, 11]]	[['NORP', 36, 11]]
20180206-0900-PLENARY-21-en_20180206-22:07:16_11	That, as many of you recalled, might have a destabilising effect for different political situations in different countries that are also close to our hearts.	that as many of you recalled might have a destabilising effect for different political situations in different countries that are also close to our hearts.	None	fine-tune	None	None
20180206-0900-PLENARY-21-en_20180206-22:07:16_15	Let me stress one thing and I will close with this because I know we are running late the unity of the European Union and its Member States is remarkable on this issue, maybe more than it is in this Chamber.	let me stress one thing and i will close with this because i know we are running late the unity of the european union and its member states is remarkable on this issue maybe more than it is in this chamber.	None	fine-tune	[['GPE', 103, 14], ['CARDINAL', 14, 3]]	[['GPE', 103, 14], ['CARDINAL', 14, 3]]
20180206-0900-PLENARY-21-en_20180206-22:07:16_16	But let me say, the work we have done both in Venezuela and in Brussels has shown unity of purpose, unity of action and coordinated efforts.	but let me say the work we have done both in venezuela and in brussels has shown unity of purpose unity of action and coordinated efforts.	None	fine-tune	[['GPE', 63, 8], ['GPE', 46, 9]]	[['GPE', 62, 8], ['GPE', 45, 9]]
20180206-0900-PLENARY-21-en_20180206-22:07:16_17	I would like to thank the Member States for this, because this is what makes the difference when it comes to playing a role and making a difference, again with respect, with no interference.	i would like to thank the member states for this because this is what makes the difference when it comes to playing a role and making a difference again with respect with no interference.	None	fine-tune	None	None
20180206-0900-PLENARY-21-en_20180206-22:07:16_18	Venezuela is a sovereign country, but when there is a political crisis, when there is a social crisis, when there is an economic crisis, when there is a humanitarian crisis and also European interest and regional dynamics are at stake, we have a duty to support a positive outcome to the ongoing efforts.	venezuela is a sovereign country but when there is a political crisis when there is a social crisis when there is an economic crisis when there is a humanitarian crisis and also european interest and regional dynamics are at stake we have a duty to support a positive outcome to the ongoing efforts.	None	fine-tune	[['NORP', 182, 8], ['GPE', 0, 9]]	[['NORP', 178, 8], ['GPE', 0, 9]]
20180206-0900-PLENARY-21-en_20180206-22:07:16_20	A solution is possible, we are not seeing this now, but I believe that it is our duty to invest in this possibility.	a solution is possible we are not seeing this now but i believe that it is our duty to invest in this possibility.	None	fine-tune	None	None
20091124-0900-PLENARY-14-en_20091124-19:53:59_7	At the same time, greater transparency and comparability of offered prices and services to consumers should be ensured.	at the same time greater transparency and comparability of offered prices and services to consumers should be ensured.	37789	fine-tune	None	None
20091124-0900-PLENARY-14-en_20091124-19:53:59_11	The second is financial markets, and the third is local transport.	the second is financial markets and the third is local transport.	37789	fine-tune	[['ORDINAL', 41, 5], ['ORDINAL', 4, 6]]	[['ORDINAL', 40, 5], ['ORDINAL', 4, 6]]
20091124-0900-PLENARY-14-en_20091124-19:53:59_3	The idea of a charter that would create a single piece of legislation covering consumer rights that are currently included in a number of European directives and numerous national implementation instruments was rejected for legal reasons.	the idea of a charter that would create a single piece of legislation covering consumer rights that are currently included in a number of european directives and numerous national implementation instruments was rejected for legal reasons.	37789	fine-tune	[['NORP', 138, 8]]	[['NORP', 138, 8]]
20091124-0900-PLENARY-14-en_20091124-19:53:59_4	The energy consumer rights that are in the existing European legislation are already legally binding.	the energy consumer rights that are in the existing european legislation are already legally binding.	37789	fine-tune	[['NORP', 52, 8]]	[['NORP', 52, 8]]
20091124-0900-PLENARY-14-en_20091124-19:53:59_2	2007. The results of the consultation showed that there was little knowledge of existing energy consumer rights.	two thousand and seven the results of the consultation showed that there was little knowledge of existing energy consumer rights.	37789	fine-tune	[['DATE', 0, 4]]	[['DATE', 0, 22]]
20091124-0900-PLENARY-14-en_20091124-20:22:25_4	A very clear message should go out that this is extortionist.	a very clear message should go out that this is extortionist.	2125	fine-tune	None	None
20091124-0900-PLENARY-14-en_20091124-20:23:52_0	As stated, it is up to the national authorities to enforce the relevant law and, however critical we might be vis vis our European institutions, I think that we need also to bear in mind that we are acting under the principle of subsidiarity and	as stated it is up to the national authorities to enforce the relevant law and however critical we might be vis vis our european institutions i think that we need also to bear in mind that we are acting under the principle of subsidiarity and	37789	fine-tune	[['NORP', 122, 8]]	[['NORP', 120, 8]]
20091124-0900-PLENARY-14-en_20091124-19:50:17_6	2009. Energy regulators and industry will report on the implementation of the billing recommendations in the next Forum, which is expected to be in the autumn of	two thousand and nine energy regulators and industry will report on the implementation of the billing recommendations in the next forum which is expected to be in the autumn of.	37789	fine-tune	[['DATE', 148, 10], ['DATE', 0, 4]]	[['DATE', 163, 10], ['DATE', 0, 21]]
20091124-0900-PLENARY-14-en_20091124-19:50:17_2	market to the benefit of individual consumers. The Forum, involving the representatives of consumers, industry, national energy regulators and national administrations, seeks to improve implementation of energy legislation and may develop elements for codes of conduct with self regulating and even quasi binding effects	market to the benefit of individual consumers. the forum involving the representatives of consumers industry national energy regulators and national administrations seeks to improve implementation of energy legislation and may develop elements for codes of conduct with self regulating and even quasi binding effects	37789	fine-tune	None	None
20091124-0900-PLENARY-14-en_20091124-19:50:17_4	In this context, a working group on billing was established at the first meeting of the Forum in	in this context a working group on billing was established at the first meeting of the forum in.	37789	fine-tune	[['ORDINAL', 67, 5]]	[['ORDINAL', 66, 5]]
20091124-0900-PLENARY-14-en_20091124-19:50:17_5	2008. The working group's recommendations are examples of good billing practice and were presented and endorsed at the second meeting of the Forum in	two thousand and eight the working group's recommendations are examples of good billing practice and were presented and endorsed at the second meeting of the forum in.	37789	fine-tune	[['ORDINAL', 119, 6], ['DATE', 0, 4]]	[['ORDINAL', 136, 6], ['DATE', 0, 22]]
20091124-0900-PLENARY-14-en_20091124-19:50:17_1	internal energy market package, the importance of the citizen in the internal energy market has been elevated considerably. The new measures are intended to improve the operation of the retail energy market and provide additional consumer protection. These topics are discussed and followed up at the Citizens' Energy Forum, established with the aim of improving the functioning of the retail	internal energy market package the importance of the citizen in the internal energy market has been elevated considerably. the new measures are intended to improve the operation of the retail energy market and provide additional consumer protection. these topics are discussed and followed up at the citizens' energy forum established with the aim of improving the functioning of the retail	37789	fine-tune	[['EVENT', 301, 22]]	[['EVENT', 300, 22]]
20091124-0900-PLENARY-14-en_20091124-19:50:17_9	The harmonisation of the competences of energy regulators in relation to consumer protection, which will result in active market monitoring, will further enhance their protection.	the harmonisation of the competences of energy regulators in relation to consumer protection which will result in active market monitoring will further enhance their protection.	37789	fine-tune	None	None
20091124-0900-PLENARY-14-en_20091124-20:10:24_15	The Commission is currently carrying out research and fact finding on information to consumers at the point of sale, and it intends to consult retail experts, consumer organisations and other stakeholders on the ground before proposing concrete measures.	the commission is currently carrying out research and fact finding on information to consumers at the point of sale and it intends to consult retail experts consumer organisations and other stakeholders on the ground before proposing concrete measures.	37789	fine-tune	None	None
20091124-0900-PLENARY-14-en_20091124-20:10:24_11	Moreover, the Commission conducts information campaigns in Member States who newly joined the EU to raise awareness of consumer rights and promote national organisations and institutions where consumers can find further help and assistance.	moreover the commission conducts information campaigns in member states who newly joined the eu to raise awareness of consumer rights and promote national organisations and institutions where consumers can find further help and assistance.	37789	fine-tune	[['GPE', 94, 2]]	[['GPE', 93, 2]]
20091124-0900-PLENARY-14-en_20091124-20:10:24_7	The Commission promotes awareness of consumer rights through various instruments.	the commission promotes awareness of consumer rights through various instruments.	37789	fine-tune	None	None
20091124-0900-PLENARY-14-en_20091124-20:10:24_1	In all Member States, there are institutions and organisations that have the task of promoting knowledge and understanding of consumer rights for their citizens.	in all member states there are institutions and organisations that have the task of promoting knowledge and understanding of consumer rights for their citizens.	37789	fine-tune	None	None
20091124-0900-PLENARY-14-en_20091124-20:10:24_9	The centres' websites, leaflets and brochures explain to consumers what their rights are, for example, when shopping online, renting a car or booking holidays in another Member State.	the centres' websites leaflets and brochures explain to consumers what their rights are for example when shopping online renting a car or booking holidays in another member state.	37789	fine-tune	None	None
20091124-0900-PLENARY-14-en_20091124-20:10:24_3	I could of course provide you with the website.	i could of course provide you with the website.	37789	fine-tune	None	None
20091124-0900-PLENARY-14-en_20091124-20:10:24_2	An overview of these national institutions and organisations is available on the website.	an overview of these national institutions and organisations is available on the website.	37789	fine-tune	None	None
20091124-0900-PLENARY-14-en_20091124-20:10:24_8	We sponsor an EU wide network of consumer centres that provides consumers with information on their rights when shopping across borders and supports them with seeking redress when something goes wrong.	we sponsor an eu wide network of consumer centres that provides consumers with information on their rights when shopping across borders and supports them with seeking redress when something goes wrong.	37789	fine-tune	[['GPE', 14, 2]]	[['GPE', 14, 2]]
20091124-0900-PLENARY-14-en_20091124-20:10:24_12	The Commission also promotes knowledge of rights through its consumer education initiatives such as the Europe diary' that targets students aged between 15 and 18 and Dolceta a website targeting adults and teachers.	the commission also promotes knowledge of rights through its consumer education initiatives such as the europe diary' that targets students aged between fifteen and eighteen and dolceta a website targeting adults and teachers.	37789	fine-tune	[['ORG', 167, 7], ['DATE', 160, 2], ['DATE', 153, 2], ['LOC', 104, 6]]	[['ORG', 178, 7], ['DATE', 165, 8], ['DATE', 153, 7], ['LOC', 104, 6]]
20091124-0900-PLENARY-14-en_20091124-20:10:24_14	This directive, if adopted, will reduce the current fragmentation of the consumer acquis and ensure that all consumers in the EU will benefit from a single simple set of consumer rights, and this would make it easier to conduct pan European education campaigns on consumer rights.	this directive if adopted will reduce the current fragmentation of the consumer acquis and ensure that all consumers in the eu will benefit from a single simple set of consumer rights and this would make it easier to conduct pan european education campaigns on consumer rights.	37789	fine-tune	[['NORP', 232, 8], ['GPE', 126, 2]]	[['NORP', 229, 8], ['GPE', 124, 2]]
20091124-0900-PLENARY-14-en_20091124-20:02:54_1	The aim of the Regulation is precisely to ensure that nutrition and health claims made on foods are truthful, clear and based on generally accepted scientific evidence, so that the consumer is adequately protected.	the aim of the regulation is precisely to ensure that nutrition and health claims made on foods are truthful clear and based on generally accepted scientific evidence so that the consumer is adequately protected.	40423	fine-tune	None	None
20091124-0900-PLENARY-14-en_20091124-20:02:54_5	and thirdly, the Member States, which give their opinion on the measures in the regulatory committee.	and thirdly the member states which give their opinion on the measures in the regulatory committee.	40423	fine-tune	[['ORDINAL', 4, 7]]	[['ORDINAL', 4, 7]]
20091124-0900-PLENARY-14-en_20091124-20:05:43_2	I must say we were amazed by the number of applications received.	i must say we were amazed by the number of applications received.	1405	fine-tune	None	None
20091124-0900-PLENARY-14-en_20091124-19:56:56_1	I look at my electricity bill, I look at it with interest because I want to make these savings, and frankly I find it confusing.	i look at my electricity bill i look at it with interest because i want to make these savings and frankly i find it confusing.	4554	fine-tune	None	None
20091124-0900-PLENARY-14-en_20091124-19:56:56_5	Please take this back to the Commission and think again.	please take this back to the commission and think again.	4554	fine-tune	None	None
20091124-0900-PLENARY-14-en_20091124-20:26:03_2	I wonder, therefore, if the Commissioner would agree with me that, under the provisions of the Services Directive for the cross border supply of services, Member States are explicitly encouraged to promote proper codes of conduct for cross border service supply.	i wonder therefore if the commissioner would agree with me that under the provisions of the services directive for the cross border supply of services member states are explicitly encouraged to promote proper codes of conduct for cross border service supply.	1405	fine-tune	[['LAW', 95, 18]]	[['LAW', 92, 18]]
20091124-0900-PLENARY-14-en_20091124-20:26:03_3	This seems to be exactly the sort of area where we should be encouraging Member States, perhaps facilitated by the Commission, to get the car rental operators together to produce a code of conduct that reputable operators would have to sign up to, which would cover the issues that my colleagues are talking about, plus other serious consumer issues as well.	this seems to be exactly the sort of area where we should be encouraging member states perhaps facilitated by the commission to get the car rental operators together to produce a code of conduct that reputable operators would have to sign up to which would cover the issues that my colleagues are talking about plus other serious consumer issues as well.	1405	fine-tune	None	None
20091124-0900-PLENARY-14-en_20091124-20:14:23_4	This is part of education, and as we know, education is very much in the hands of Member States.	this is part of education and as we know education is very much in the hands of member states.	37789	fine-tune	None	None
20091124-0900-PLENARY-14-en_20091124-20:14:23_10	I am very eager to continue in the European Commission, together with Parliament, to benchmark and measure how consumers are treated and how much Member States invest in this policy. I think it is a very good investment, especially now in difficult economic times, to see how consumers are treated, because this gives good information about the market.	i am very eager to continue in the european commission together with parliament to benchmark and measure how consumers are treated and how much member states invest in this policy. i think it is a very good investment especially now in difficult economic times to see how consumers are treated because this gives good information about the market.	37789	fine-tune	[['ORG', 70, 10], ['ORG', 35, 19]]	[['ORG', 69, 10], ['ORG', 35, 19]]
20091124-0900-PLENARY-14-en_20091124-20:19:49_0	The Commission is well aware of this practice by car hire companies and has responded to a number of other parliamentary questions and citizens' complaints about it.	the commission is well aware of this practice by car hire companies and has responded to a number of other parliamentary questions and citizens' complaints about it.	37789	fine-tune	None	None
20091124-0900-PLENARY-14-en_20091124-20:19:49_5	On the other hand, these practices could be contrary to the Unfair Commercial Practices Directive and the Unfair Contract Terms Directive.	on the other hand these practices could be contrary to the unfair commercial practices directive and the unfair contract terms directive.	37789	fine-tune	[['LAW', 106, 31], ['LAW', 60, 37]]	[['LAW', 105, 31], ['LAW', 59, 37]]
20091124-0900-PLENARY-14-en_20091124-20:19:49_6	First of all, under the Unfair Contract Terms Directive, standard terms and conditions must not be significantly unbalanced to the detriment of consumers. Moreover, contract terms should be drafted in plain and intelligible language.	first of all under the unfair contract terms directive standard terms and conditions must not be significantly unbalanced to the detriment of consumers. moreover contract terms should be drafted in plain and intelligible language.	37789	fine-tune	[['LAW', 24, 31], ['ORDINAL', 0, 5]]	[['LAW', 23, 31], ['ORDINAL', 0, 5]]
20091124-0900-PLENARY-14-en_20091124-20:19:49_7	It may be argued that a clause resulting in consumers paying in practice for something they have not consumed is unfair.	it may be argued that a clause resulting in consumers paying in practice for something they have not consumed is unfair.	37789	fine-tune	None	None
20091124-0900-PLENARY-14-en_20091124-20:19:49_8	Secondly, the Unfair Commercial Practices Directive obliges traders to live up to the standard of professional diligence. Traders must be open and up front about the main characteristics of the service provided.	secondly the unfair commercial practices directive obliges traders to live up to the standard of professional diligence. traders must be open and up front about the main characteristics of the service provided.	37789	fine-tune	[['LAW', 14, 37], ['ORDINAL', 0, 8]]	[['LAW', 13, 37], ['ORDINAL', 0, 8]]
20091124-0900-PLENARY-14-en_20091124-20:19:49_10	This practice might also be considered as contrary to the standard of professional diligence which this directive requires traders to live up to.	this practice might also be considered as contrary to the standard of professional diligence which this directive requires traders to live up to.	37789	fine-tune	None	None
20091124-0900-PLENARY-14-en_20091124-20:19:49_11	However, the honourable Member should be aware that it is up to national enforcement authorities to determine whether such practices are unfair and to pursue the offending companies.	however the honourable member should be aware that it is up to national enforcement authorities to determine whether such practices are unfair and to pursue the offending companies.	37789	fine-tune	None	None
20091124-0900-PLENARY-14-en_20091124-20:19:49_12	The Commission does not have any enforcement powers	the commission does not have any enforcement powers;	37789	fine-tune	None	None
20091124-0900-PLENARY-14-en_20091124-20:19:49_13	consumers who have purchased cross border services can, however, complain to the European consumer centre in their home country, which should be able to help them receive redress from traders in other EU countries.	consumers who have purchased cross border services can however complain to the european consumer centre in their home country which should be able to help them receive redress from traders in other eu countries.	37789	fine-tune	[['GPE', 201, 2], ['NORP', 81, 8]]	[['GPE', 198, 2], ['NORP', 79, 8]]
20091124-0900-PLENARY-14-en_20091124-20:17:53_0	I had the privilege of working with Mr Harbour, which I very much enjoyed, so please let me thank you specifically and personally for this opportunity over the last three years.	i had the privilege of working with mr harbour which i very much enjoyed so please let me thank you specifically and personally for this opportunity over the last three years.	37789	fine-tune	[['DATE', 160, 16], ['PERSON', 39, 7]]	[['DATE', 158, 16], ['PERSON', 39, 7]]
20091124-0900-PLENARY-14-en_20091124-20:17:53_6	I think that one of these missing links is the retail market.	i think that one of these missing links is the retail market.	37789	fine-tune	[['CARDINAL', 13, 3]]	[['CARDINAL', 13, 3]]
20091124-0900-PLENARY-14-en_20091124-20:42:05_0	Initially, I was a bit taken aback by the opening remarks of the Commissioner, but then he clarified the situation.	initially i was a bit taken aback by the opening remarks of the commissioner but then he clarified the situation.	96668	fine-tune	None	None
20091124-0900-PLENARY-14-en_20091124-20:42:05_2	There are great opportunities there to develop tourism right throughout the European Union, and I am quite happy to work with the Commission and to do anything we can because it is an opportunity.	there are great opportunities there to develop tourism right throughout the european union and i am quite happy to work with the commission and to do anything we can because it is an opportunity.	96668	fine-tune	[['GPE', 76, 14]]	[['GPE', 76, 14]]
20091124-0900-PLENARY-14-en_20091124-20:17:03_0	Mr President, I particularly wanted to be here this evening because I think that this is Mrs Kuneva's last opportunity to speak to us as Commissioner, and I wanted to pose two questions. First of all, would she agree with me that consumer information and sweeps and her work have been dramatically increased during her tenure	mr president i particularly wanted to be here this evening because i think that this is mrs kuneva's last opportunity to speak to us as commissioner and i wanted to pose two questions. first of all would she agree with me that consumer information and sweeps and her work have been dramatically increased during her tenure	4538	fine-tune	[['ORDINAL', 187, 5], ['CARDINAL', 172, 3], ['PERSON', 93, 6]]	[['ORDINAL', 185, 5], ['CARDINAL', 170, 3], ['PERSON', 92, 6]]
20091124-0900-PLENARY-14-en_20091124-20:08:34_2	We are talking now about health claims.	we are talking now about health claims.	1405	fine-tune	None	None
20091124-0900-PLENARY-14-en_20091124-20:08:34_3	When a producer makes a claim that a product is good for your health, for this or that reason, then it has to be scientifically substantiated that this really is so.	when a producer makes a claim that a product is good for your health for this or that reason then it has to be scientifically substantiated that this really is so.	1405	fine-tune	None	None
20091124-0900-PLENARY-14-en_20091124-20:25:33_2	That is straightforward best practice.	that is straightforward best practice.	1405	fine-tune	None	None
20111114-0900-PLENARY-9-en_20111114-17:51:46_9	These are matters of national sovereignty and the freedom of the voters not the EU.	these are matters of national sovereignty and the freedom of the voters not the eu.	28506	fine-tune	[['GPE', 80, 2]]	[['GPE', 80, 2]]
20111114-0900-PLENARY-9-en_20111114-17:51:46_1	The failings of the railway package are laughable, and the share of freight being moved by rail has actually fallen since the first railway package in	the failings of the railway package are laughable and the share of freight being moved by rail has actually fallen since the first railway package in.	28506	fine-tune	[['ORDINAL', 126, 5]]	[['ORDINAL', 125, 5]]
20111114-0900-PLENARY-9-en_20111114-17:51:46_7	Was anything enforced?	was anything enforced?	28506	fine-tune	None	None
20111114-0900-PLENARY-9-en_20111114-17:51:46_3	The Commission will not enforce the regulations on battery cages for hens, which may well force producers who have complied out of business. So what is this about enforcement?	the commission will not enforce the regulations on battery cages for hens which may well force producers who have complied out of business. so what is this about enforcement?	28506	fine-tune	None	None
20111114-0900-PLENARY-9-en_20111114-17:51:46_5	Some pay fines then continue to break the same rule, because the annual revenue collected exceeds the amount of the annual EU fine.	some pay fines then continue to break the same rule because the annual revenue collected exceeds the amount of the annual eu fine.	28506	fine-tune	[['GPE', 123, 2]]	[['GPE', 122, 2]]
20111114-0900-PLENARY-9-en_20111114-17:51:46_11	The legislation does not require clarification or improvement.	the legislation does not require clarification or improvement.	28506	fine-tune	None	None
20111114-0900-PLENARY-9-en_20111114-17:51:46_10	The report criticises Member States for lack of investment to meet this package, but we are in a middle of an economic crisis.	the report criticises member states for lack of investment to meet this package but we are in a middle of an economic crisis.	28506	fine-tune	None	None
20111114-0900-PLENARY-9-en_20111114-17:51:46_2	2001. Are the EU regulations enforced?	two thousand and one are the eu regulations enforced?	28506	fine-tune	[['GPE', 14, 2], ['DATE', 0, 4]]	[['GPE', 29, 2], ['DATE', 0, 20]]
20111114-0900-PLENARY-9-en_20111114-17:51:46_4	Will cash strapped national governments pay their fines?	will cash strapped national governments pay their fines?	28506	fine-tune	None	None
20111114-0900-PLENARY-9-en_20111114-17:51:46_6	The Commission has taken 13 Member States to the European Court of Justice for failing to correctly implement various parts of the railway package.	the commission has taken thirteen member states to the european court of justice for failing to correctly implement various parts of the railway package.	28506	fine-tune	[['ORG', 49, 25], ['CARDINAL', 25, 2]]	[['ORG', 55, 25], ['CARDINAL', 25, 8]]
20111114-0900-PLENARY-9-en_20111114-17:51:46_8	Here the EU sought control over national policy making decisions on railways for example, stopping the political will to run nationalised railways.	here the eu sought control over national policy making decisions on railways for example stopping the political will to run nationalised railways.	28506	fine-tune	[['GPE', 9, 2]]	[['GPE', 9, 2]]
20111114-0900-PLENARY-9-en_20111114-17:50:33_2	Due to kowtowing to Brussels, measures are implemented which are not often beneficial to the British public and are exercised with considerable difficulty. There is also an argument that for safety reasons it would be more beneficial for railway maintenance and locomotive operators not to be commercially separate.	due to kowtowing to brussels measures are implemented which are not often beneficial to the british public and are exercised with considerable difficulty. there is also an argument that for safety reasons it would be more beneficial for railway maintenance and locomotive operators not to be commercially separate.	96798	fine-tune	[['NORP', 93, 7], ['GPE', 20, 8]]	[['NORP', 92, 7], ['GPE', 20, 8]]
20111114-0900-PLENARY-9-en_20111114-17:27:41_2	I have already confirmed on several occasions my intention to propose further substantial reform in the rail sector next year.	i have already confirmed on several occasions my intention to propose further substantial reform in the rail sector next year.	None	fine-tune	[['DATE', 116, 9]]	[['DATE', 116, 9]]
20111114-0900-PLENARY-9-en_20111114-17:27:41_23	However, some amendments would restrict their interventions to cases of discrimination and impede interventions to correct other undesirable distortions of the market.	however some amendments would restrict their interventions to cases of discrimination and impede interventions to correct other undesirable distortions of the market.	None	fine-tune	None	None
20111114-0900-PLENARY-9-en_20111114-17:27:41_1	The Commission will present its work programme for 2012 tomorrow.	the commission will present its work programme for two thousand and twelve tomorrow.	None	fine-tune	[['DATE', 56, 8], ['DATE', 51, 4]]	[['DATE', 75, 8], ['DATE', 51, 23]]
20111114-0900-PLENARY-9-en_20111114-17:27:41_17	Secondly, debt write off by Member States can only relate to so called historical debt incurred before market opening.	secondly debt write off by member states can only relate to so called historical debt incurred before market opening.	None	fine-tune	[['ORDINAL', 0, 8]]	[['ORDINAL', 0, 8]]
20111114-0900-PLENARY-9-en_20111114-17:27:41_7	I am fully aware that discussions in both Council and Parliament proved to be difficult and subject to intense lobbying from various stakeholders.	i am fully aware that discussions in both council and parliament proved to be difficult and subject to intense lobbying from various stakeholders.	None	fine-tune	[['ORG', 54, 10], ['ORG', 42, 7]]	[['ORG', 54, 10], ['ORG', 42, 7]]
20111114-0900-PLENARY-9-en_20111114-17:27:41_26	the second would put an unnecessary administrative burden on infrastructure managers. Seventhly, amendments restricting or removing powers for the Commission to adopt delegated or implementing acts often relate to non essential elements. We need to make technical adjustments which practically should not be done in co decision.	the second would put an unnecessary administrative burden on infrastructure managers. seventhly amendments restricting or removing powers for the commission to adopt delegated or implementing acts often relate to non essential elements. we need to make technical adjustments which practically should not be done in co decision.	None	fine-tune	[['ORDINAL', 86, 9], ['ORDINAL', 4, 6]]	[['ORDINAL', 86, 9], ['ORDINAL', 4, 6]]
20111114-0900-PLENARY-9-en_20111114-17:27:41_20	New exemptions to infrastructure charging cannot be justified by any objective criteria.	new exemptions to infrastructure charging cannot be justified by any objective criteria.	None	fine-tune	None	None
20111114-0900-PLENARY-9-en_20111114-17:27:41_9	In some cases, some of the principles and rules already agreed ten years ago have been challenged in an attempt to undermine ongoing infringement procedures.	in some cases some of the principles and rules already agreed ten years ago have been challenged in an attempt to undermine ongoing infringement procedures.	None	fine-tune	[['DATE', 63, 13]]	[['DATE', 62, 13]]
20111114-0900-PLENARY-9-en_20111114-17:27:41_22	Fifthly, experience shows that the competence of national regulators must be extended.	fifthly experience shows that the competence of national regulators must be extended.	None	fine-tune	[['ORDINAL', 0, 7]]	[['ORDINAL', 0, 7]]
20111114-0900-PLENARY-9-en_20111114-17:27:41_13	These amendments would be a step backward compared to the text agreed by Council and even compared to existing law, which is not acceptable for the Commission. Let me insist on some of these First, the issue of separation between infrastructure managers and railway undertakings will be subject to new proposals at the end of 2012 and therefore all amendments in relation to Articles 6 and	these amendments would be a step backward compared to the text agreed by council and even compared to existing law which is not acceptable for the commission. let me insist on some of these first the issue of separation between infrastructure managers and railway undertakings will be subject to new proposals at the end of two thousand and twelve and therefore all amendments in relation to articles six and	None	fine-tune	[['LAW', 375, 10], ['DATE', 319, 11], ['ORDINAL', 191, 5], ['ORG', 73, 7]]	[['LAW', 392, 12], ['DATE', 317, 30], ['ORDINAL', 190, 5], ['ORG', 73, 7]]
20111114-0900-PLENARY-9-en_20111114-18:21:33_7	in Europe as a whole. These are the basic points.	in europe as a whole. these are the basic points.	None	fine-tune	[['LOC', 3, 6]]	[['LOC', 3, 6]]
20140414-0900-PLENARY-18-en_20140414-21:25:23_13	It is the UK's leading business organisation.	it is the uk's leading business organisation.	111011	fine-tune	[['GPE', 10, 2]]	[['GPE', 10, 2]]
20140414-0900-PLENARY-18-en_20140414-21:25:23_31	Amendment 2 highlights the recent trend of companies towards returning production and services to Europe and the opportunities this brings for job creation.	amendment two highlights the recent trend of companies towards returning production and services to europe and the opportunities this brings for job creation.	111011	fine-tune	[['LOC', 98, 6], ['LAW', 0, 11]]	[['LOC', 100, 6], ['LAW', 0, 13]]
